z,f_ratio,D_ratio,fs8_ratio,EG_ratio
0.1,1.004121229604919,0.9997708986324169,0.9458283857371678,1.0039906982285565
0.3,1.003280558608521,0.9993809055206614,0.9446678765224531,1.0048319642666677
0.5,1.0025720699570815,0.9990802962182139,0.9437168272985338,1.0055420499199783
0.7,1.0020079720747823,0.9988556148653772,0.9429737330089297,1.006108137373103
1.0,1.0013954340740596,0.998623934789641,0.9421786984396023,1.0067235580610823
