mean_fc,std_fc,mean_eta,mean_mu_eff,mean_Omega_growth,distance_to_node,distance_to_base,distance_to_pi4,best_global_geometry
0.7609153891964775,0.0179303126573411,0.5792494264056188,0.7988588785496289,0.2516294629420103,0.013681280045005906,0.017888696301875884,0.02448277420097078,NODE_sqrt35
